CustomerId,Recency,Frequency,Monetary
CustomerId_5293,-78,35,262050
CustomerId_5294,-85,7,42000
CustomerId_5297,-57,1,448000
CustomerId_5298,-71,6,20000
CustomerId_530,-90,60,434925
CustomerId_531,-70,12,9770
CustomerId_532,-83,1,3000
CustomerId_533,-89,5,26200
CustomerId_5338,-34,1,1000
CustomerId_5339,-69,3,3000
CustomerId_534,-9,4,6270
CustomerId_535,-75,1,1630
CustomerId_539,-90,16,25990
CustomerId_540,-28,1,10000
CustomerId_541,-90,28,50529
CustomerId_542,-89,4,12260
CustomerId_543,-34,28,57892
CustomerId_544,-51,5,2500
CustomerId_545,-38,1,500
CustomerId_546,-36,6,41000
CustomerId_547,-36,6,41000
CustomerId_549,-78,33,223410
CustomerId_550,-78,22,152000
CustomerId_551,-19,7,43586
CustomerId_556,-89,182,333086
CustomerId_557,-66,3,1525
CustomerId_558,-59,13,20085
CustomerId_559,-90,15,112000
CustomerId_560,-36,25,173400
CustomerId_561,-57,13,82000
CustomerId_563,-79,61,159456
CustomerId_565,-85,4,22000
CustomerId_566,-41,1,50000
CustomerId_567,-81,22,62135
CustomerId_568,-50,1,1000
CustomerId_571,-84,6,5150
CustomerId_572,-87,33,128450
CustomerId_573,-39,1,10000
CustomerId_574,-75,4,3020
CustomerId_575,-90,9,15350
CustomerId_576,-63,1,500
CustomerId_577,-65,1,500
CustomerId_578,-21,19,70800
CustomerId_581,-12,2,1000
CustomerId_582,-58,5,7525
CustomerId_583,-80,4,7000
CustomerId_584,-78,5,32000
CustomerId_585,-10,8,7050
CustomerId_586,-43,6,41000
CustomerId_587,-85,1,1000
CustomerId_588,-22,27,29050
CustomerId_590,-56,1,1000
CustomerId_592,-73,104,113165
CustomerId_593,-79,6,4245
CustomerId_594,-73,13,68567
CustomerId_595,-39,1,2000
CustomerId_596,-2,1,5000
CustomerId_598,-1,4,8340
CustomerId_599,-32,30,1348500
CustomerId_6,-6,1,10000
CustomerId_600,-36,27,55245
CustomerId_601,-43,13,92000
CustomerId_602,-32,1,100000
CustomerId_603,-29,3,120000
CustomerId_604,-49,3,3000
CustomerId_605,-81,25,21658
CustomerId_606,-89,208,1132400
CustomerId_607,-57,5,32000
CustomerId_609,-56,17,31465
CustomerId_610,-88,82,506931
CustomerId_611,-36,2,6000
CustomerId_612,-81,38,51525
CustomerId_613,-53,8,11150
CustomerId_614,-40,5,3235
CustomerId_619,-85,17,93855
CustomerId_620,-29,6,176000
CustomerId_621,-78,9,62000
CustomerId_622,-36,5,31000
CustomerId_624,-63,1,500
CustomerId_625,-25,205,1057421
CustomerId_627,-45,133,211026
CustomerId_629,-71,5,32000
CustomerId_630,-45,1,500
CustomerId_633,-64,6,13020
CustomerId_636,-66,45,27760
CustomerId_638,-43,6,41000
CustomerId_639,-36,5,31000
CustomerId_640,-90,19,93210
CustomerId_642,-58,7,9000
CustomerId_643,-76,1,10000
CustomerId_644,-27,1,500
CustomerId_645,-90,14,92000
CustomerId_646,-69,3,2050
CustomerId_647,-89,1869,3905264
CustomerId_648,-85,21,42900
CustomerId_650,-89,1,100000
CustomerId_651,-15,4,26700
CustomerId_652,-89,206,996141
CustomerId_653,-79,18,14035
CustomerId_654,-1,1,15000
CustomerId_655,-85,53,323920
CustomerId_656,-75,13,13160
CustomerId_658,-85,4,7770
CustomerId_660,-85,24,174150
CustomerId_661,-88,124,300909
CustomerId_662,0,2,4000
CustomerId_664,-85,2,120000
CustomerId_665,-89,260,652464
CustomerId_666,-43,6,41000
CustomerId_667,-57,7,62000
CustomerId_668,-33,1,2000
CustomerId_670,-74,3,1525
CustomerId_672,-20,30,38500
CustomerId_673,-42,5,2725
CustomerId_677,-85,5,32000
CustomerId_679,-42,3,2020
CustomerId_680,-88,13,27350
CustomerId_681,-84,2,23184
CustomerId_682,-90,428,3267007
CustomerId_683,-69,23,100250
CustomerId_684,-36,26,182800
CustomerId_687,-65,2,51000
CustomerId_689,-81,6,17790
CustomerId_690,-64,16,56019
CustomerId_691,-64,17,149500
CustomerId_692,-71,5,32000
CustomerId_693,-2,1,200000
CustomerId_694,-32,7,4075
CustomerId_695,-35,1,1000
CustomerId_696,-22,6,41000
CustomerId_697,-35,2,1000
CustomerId_698,-90,43,812400
CustomerId_699,-89,11,74625
CustomerId_7,-6,1,10000
CustomerId_700,-88,36,15255
CustomerId_701,-33,1,10000
CustomerId_702,-85,16,130000
CustomerId_703,-21,1,2000
CustomerId_704,-20,2,51000
CustomerId_705,-54,1,1000
CustomerId_706,-71,4,11500
CustomerId_707,-90,21,162000
CustomerId_708,-56,9,10000
CustomerId_709,-15,3,3000
CustomerId_710,-8,2,12000
CustomerId_711,-57,2,1000
CustomerId_7112,-51,2,76100
CustomerId_712,-84,33,43596
CustomerId_713,-57,44,421400
CustomerId_714,-90,24,15450
CustomerId_715,-1,2,20000
CustomerId_716,-6,1,1000
CustomerId_717,-89,23,48915
CustomerId_718,-89,40,139546
CustomerId_720,-70,1,1500
CustomerId_723,-50,3,25000
CustomerId_727,-57,26,59030
CustomerId_728,-14,1,10000
CustomerId_729,-90,10,21820
CustomerId_730,-78,9,62000
CustomerId_732,-45,6,4100
CustomerId_7321,-20,6,60000
CustomerId_7323,-53,2,20000
CustomerId_7324,0,2,19998
CustomerId_7325,-10,2,10000
CustomerId_7326,-56,6,65000
CustomerId_7327,-55,10,11700
CustomerId_7328,-33,5,306000
CustomerId_7329,-37,3,60000
CustomerId_733,-39,2,11000
CustomerId_7331,-27,1,500
CustomerId_7332,-22,5,6500
CustomerId_7333,-88,1,50000
CustomerId_7334,-30,3,8000
CustomerId_7335,-40,2,1500
CustomerId_7336,-56,19,29810
CustomerId_7338,-56,9,2775800
CustomerId_7339,-56,4,1700000
CustomerId_734,-84,82,484666
CustomerId_7340,-5,1,500
CustomerId_7341,-5,1,158300
CustomerId_7343,-61,4091,104900000
CustomerId_7344,-33,5,4600
CustomerId_735,-57,4,30720
CustomerId_738,-75,1,500
CustomerId_739,-8,8,51400
CustomerId_740,-32,3,16000
CustomerId_7401,-56,2,600000
CustomerId_7402,-19,2,2000
CustomerId_7403,-67,10,12300
CustomerId_7404,-46,1,1000
CustomerId_7405,-84,1,21800
CustomerId_7406,-60,4,7500
CustomerId_7407,-60,5,18800
CustomerId_7408,-59,3,52500
CustomerId_7409,-89,62,299700
CustomerId_7410,-57,8,19200
CustomerId_7411,-88,3,3800
CustomerId_7412,-57,14,89715
CustomerId_7413,-75,2,1000
CustomerId_7414,-4,2,1630000
CustomerId_7415,-21,1,500
CustomerId_7416,-75,1,880000
CustomerId_7417,-75,2,196000
CustomerId_7418,-21,1,361000
CustomerId_7419,-88,1,100000
CustomerId_742,-37,2,5500
CustomerId_7420,-88,1,100000
CustomerId_7421,-88,1,100000
CustomerId_7422,-88,1,200000
CustomerId_7423,-88,1,200000
CustomerId_7424,-88,1,200000
CustomerId_7425,-88,1,200000
CustomerId_7426,-53,11,10000
CustomerId_7427,-10,1,1000
CustomerId_7428,-35,3,7000
CustomerId_7429,-61,2,520000
CustomerId_7430,-32,32,94200
CustomerId_7431,-70,3,5900
CustomerId_7433,-43,1,3000
CustomerId_7434,-12,4,11000
CustomerId_7435,-34,1,53500
CustomerId_7436,-27,4,5500
CustomerId_7437,-44,3,6500
CustomerId_7438,-34,1,50000
CustomerId_7439,-81,17,24000
CustomerId_7440,-15,1,36917
CustomerId_7441,-32,2,1500
CustomerId_7442,-81,26,64000
CustomerId_7443,-36,6,16000
CustomerId_7444,-21,1,20000
CustomerId_7445,-11,3,6000
CustomerId_7446,-28,2,1000
CustomerId_7447,-84,4,54000
CustomerId_7448,-21,1,2000
CustomerId_745,-66,1,500
CustomerId_7450,-64,13,261000
CustomerId_7451,-50,7,13431
CustomerId_7452,-59,9,288500
CustomerId_7453,-20,6,3000
CustomerId_7454,-32,2,1600
CustomerId_7455,-88,2,130000
CustomerId_7456,-88,2,70000
CustomerId_7457,-88,2,200000
CustomerId_7458,-88,3,120000
CustomerId_7459,-88,3,180000
CustomerId_746,-89,1,1000
CustomerId_7460,-88,3,120000
CustomerId_7461,-88,3,180000
CustomerId_7462,-88,3,150000
CustomerId_7463,-88,3,150000
CustomerId_7464,-88,2,100000
CustomerId_7465,-88,2,100000
CustomerId_7466,-61,5,46000
CustomerId_7467,-34,6,11500
CustomerId_7468,-16,2,11000
CustomerId_7469,-14,1,1000
CustomerId_7470,-6,1,10000
CustomerId_7471,-6,1,10000
CustomerId_7472,-6,1,10000
CustomerId_7473,-6,1,10000
CustomerId_7474,-6,1,10000
CustomerId_7475,-52,3,6735
CustomerId_7476,-56,23,216342
CustomerId_7477,-34,1,2000
CustomerId_7478,-78,1,500
CustomerId_7479,-78,1,500
CustomerId_748,-45,3,17000
CustomerId_749,-52,2,5000
CustomerId_753,-21,1,2000
CustomerId_754,-76,4,3050
CustomerId_755,-33,1,500
CustomerId_756,-26,1,5000
CustomerId_757,-20,3,1510
CustomerId_759,-89,150,1138316
CustomerId_760,-78,11,90400
CustomerId_761,-89,164,396961
CustomerId_764,-71,18,122400
CustomerId_767,-80,4,7275
CustomerId_768,-43,2,2000
CustomerId_770,-70,21,33660
CustomerId_771,-60,1,2000
CustomerId_773,-85,5,32000
CustomerId_774,-88,24,35200
CustomerId_775,-66,32,50795
CustomerId_776,-62,53,122255
CustomerId_778,-15,1,10000
CustomerId_779,-43,4,30000
CustomerId_780,-78,4,8100
CustomerId_781,-29,1,2000
CustomerId_784,-85,171,323230
CustomerId_785,-67,1,50000
CustomerId_786,-78,69,213529
CustomerId_787,-45,1,1000
CustomerId_789,-71,4,22000
CustomerId_790,-88,144,608312
CustomerId_791,-69,32,22495
CustomerId_793,-90,12,35664
CustomerId_794,-57,3,2020
CustomerId_795,-54,2,1500
CustomerId_797,-57,65,244492
CustomerId_798,-67,10,143250
CustomerId_799,-57,5,32000
CustomerId_8,-6,1,10000
CustomerId_800,-88,60,375784
CustomerId_801,-65,6,12250
CustomerId_802,-70,3,1525
CustomerId_804,-3,4,24000
CustomerId_806,-88,557,2097380
CustomerId_807,-11,4,4080
CustomerId_808,-67,30,32575
CustomerId_810,-64,13,44718
CustomerId_812,-84,1,1000
CustomerId_813,-23,3,2050
CustomerId_814,-85,68,586898
CustomerId_816,-54,3,3000
CustomerId_821,-59,7,31170
CustomerId_823,-71,24,142000
CustomerId_824,-15,1,5750
CustomerId_825,-21,16,36750
CustomerId_826,-34,2,1500
CustomerId_827,-19,1,1000
CustomerId_828,-84,13,42127
CustomerId_829,-17,2,3150
CustomerId_830,-57,7,62000
CustomerId_832,-13,8,3135
CustomerId_834,-13,1,300000
CustomerId_838,-35,1,1000
CustomerId_839,-90,81,420964
CustomerId_840,-86,23,36570
CustomerId_841,-3,7,6450
CustomerId_842,-22,9,6760
CustomerId_843,-89,28,28665
CustomerId_844,-3,3,30000
CustomerId_845,-78,5,32000
CustomerId_846,-55,5,63000
CustomerId_847,-15,7,31000
CustomerId_848,-43,6,41000
CustomerId_851,-65,2,1500
CustomerId_853,-89,28,132800
CustomerId_854,-56,2,5500
CustomerId_855,-85,6,60000
CustomerId_856,-65,5,3001000
CustomerId_857,-89,14,113200
CustomerId_858,-76,12,28871
CustomerId_860,-90,39,263200
CustomerId_861,-53,1,10000
CustomerId_863,-19,1,25000
CustomerId_864,-32,2,20000
CustomerId_865,-69,51,2303804
CustomerId_867,-67,1,20000
CustomerId_868,-24,1,900
CustomerId_870,-53,1,1000
CustomerId_872,-90,86,96632
CustomerId_873,-89,117,600645
CustomerId_877,-36,5,31000
CustomerId_880,-3,5,104000
CustomerId_881,-15,3,44000
CustomerId_882,-78,10,62000
CustomerId_883,-1,13,31500
CustomerId_884,-43,5,31200
CustomerId_885,-22,5,41500
CustomerId_887,-84,6,8200
CustomerId_888,-1,5,30400
CustomerId_889,-61,8,24400
CustomerId_89,-60,1,5000
CustomerId_890,-36,1,60000
CustomerId_892,-36,12,81400
CustomerId_893,-90,4,8732
CustomerId_894,-84,6,13847
CustomerId_895,-36,6,41000
CustomerId_896,-36,4,3020
CustomerId_898,-43,7,61000
CustomerId_899,0,1,10000
CustomerId_9,-6,1,10000
CustomerId_900,-80,23,23331
CustomerId_903,-48,15,21500
CustomerId_905,-90,169,1070215
CustomerId_906,-28,51,87381
CustomerId_907,-28,1,1000
CustomerId_908,-85,273,333387
CustomerId_909,-79,115,83480760
CustomerId_911,-58,7,32000
CustomerId_912,-77,36,54850
CustomerId_913,-71,56,98900
CustomerId_915,-50,2,4000
CustomerId_916,-33,9,181320
CustomerId_917,-85,1,5000
CustomerId_919,-30,5,246000
CustomerId_920,-63,28,59565
CustomerId_921,-78,15,92000
CustomerId_922,-89,19,26860
CustomerId_923,-81,20,38469
CustomerId_924,-83,2,2800
CustomerId_925,-82,3,7000
CustomerId_926,-67,1,1000
CustomerId_927,-89,17,132000
CustomerId_928,-30,3,2020
CustomerId_929,-22,4,40000
CustomerId_930,-50,17,108400
CustomerId_931,-72,10,6053
CustomerId_932,-85,22,62875
CustomerId_934,-89,2,25000
CustomerId_936,-89,1,5000
CustomerId_938,-71,4,2525
CustomerId_940,-74,13,54250
CustomerId_942,-28,2,14000
CustomerId_943,-85,9,14665
CustomerId_944,-84,2,1800
CustomerId_945,-55,3,2000
CustomerId_946,-52,1,500
CustomerId_947,-59,1,10000
CustomerId_948,-82,1,500
CustomerId_949,-15,1,1000
CustomerId_951,-89,21,172000
CustomerId_954,-85,5,32000
CustomerId_957,-56,1,1000
CustomerId_958,-43,1,11200
CustomerId_959,-73,43,64599
CustomerId_960,-90,44,135545
CustomerId_961,-53,1,15000
CustomerId_962,-61,10,12095
CustomerId_963,-33,4,5040
CustomerId_966,-55,2,1500
CustomerId_967,-25,1,100000
CustomerId_968,-85,8,31325
CustomerId_969,-86,145,679452
CustomerId_972,-78,5,32000
CustomerId_974,-53,4,2900
CustomerId_975,-14,1,2000
CustomerId_977,-81,60,571747
CustomerId_978,-14,2,40000
CustomerId_979,-78,17,122000
CustomerId_982,-57,6,42000
CustomerId_986,-85,4,3050
CustomerId_987,-22,4,36000
CustomerId_988,-85,38,286623
CustomerId_989,-78,1,10000
CustomerId_990,-74,9,11350
CustomerId_991,-76,1,2000
CustomerId_992,-85,6,32000
CustomerId_993,-64,5,32000
CustomerId_994,-89,101,614077
CustomerId_996,-22,17,151000
CustomerId_998,-90,22,163000
